Application_ID,Age,Occupation,Employment_Type,Monthly_Income,Employment_Business_Duration,Existing_Monthly_EMI,Vehicle_Type,Vehicle_Condition,Vehicle_Price,Down_Payment,Loan_Amount,Loan_Tenure,Vehicle_Usage,Number_of_Dependents,Loan_Approval
VL101788,27,Professional,Permanent,53400,4.5,8000,Motorcycle,Used,47000,16000,31000,3,Business,2,Rejected
VL101789,33,Salaried,Permanent,41100,2.6,6400,Motorcycle,Used,65000,12400,52600,5,Personal,3,Approved
VL101790,36,Salaried,Permanent,45400,8.9,5700,Car,Used,500000,147500,352500,5,Business,1,Approved
VL101791,34,Private Employee,Permanent,55800,14.0,8400,Car,New,791000,235300,555700,3,Commercial,2,Approved
VL101792,21,Salaried,Permanent,30300,0.2,2700,SUV,New,1315000,369500,945500,5,Personal,2,Rejected
VL101793,22,Professional,Permanent,47300,0.7,10000,Car,New,941000,43300,897700,5,Personal,0,Approved
VL101794,38,Self Employed,Self Employed,55100,14.7,8700,Car,Used,486000,159900,326100,5,Business,0,Approved
VL101795,45,Private Employee,Permanent,42300,8.1,2300,SUV,Used,689000,119900,569100,3,Personal,0,Approved
VL101796,23,Private Employee,Permanent,35600,2.9,5000,Scooter,Used,40000,10200,29800,3,Personal,2,Rejected
VL101797,21,Government Employee,Permanent,59400,0.2,10900,Scooter,New,78000,16900,61100,7,Personal,0,Rejected
VL101798,38,Self Employed,Self Employed,15000,11.6,1800,Motorcycle,New,124000,16000,108000,5,Business,1,Approved
VL101799,39,Government Employee,Permanent,15000,2.2,300,Car,New,818000,95000,723000,5,Personal,2,Rejected
VL101800,41,Self Employed,Self Employed,31500,11.3,0,Commercial Vehicle,Used,1061000,431600,629400,2,Business,2,Approved
VL101801,38,Salaried,Permanent,18000,7.7,2700,Motorcycle,New,98000,10300,87700,3,Personal,3,Rejected
VL101802,40,Private Employee,Contract,80000,3.3,1100,Scooter,New,80000,16200,63800,5,Personal,2,Rejected
VL101803,52,Private Employee,Contract,82500,13.6,2800,Scooter,Used,56000,20700,35300,7,Personal,1,Approved
VL101804,28,Salaried,Contract,39800,0.9,1400,Car,Used,526000,80500,445500,5,Business,3,Rejected
VL101805,44,Salaried,Contract,15900,10.0,300,SUV,New,1234000,412500,821500,3,Commercial,3,Approved
VL101806,51,Private Employee,Permanent,21700,19.0,1600,Commercial Vehicle,New,1807000,457900,1349100,3,Personal,1,Rejected
VL101807,35,Salaried,Permanent,24700,6.6,2600,Scooter,New,72000,23800,48200,2,Business,1,Approved
VL101808,32,Government Employee,Permanent,33500,2.8,1400,Car,Used,568000,205500,362500,5,Business,1,Approved
VL101809,29,Salaried,Permanent,15000,2.2,500,Motorcycle,New,129000,26100,102900,5,Personal,0,Approved
VL101810,22,Salaried,Permanent,72400,1.7,5100,Scooter,New,69000,0,69000,5,Personal,3,Approved
VL101811,21,Government Employee,Permanent,32100,0.2,2600,Motorcycle,Used,77000,1500,75500,1,Business,1,Approved
VL101812,44,Salaried,Contract,29800,13.7,3600,SUV,New,1397000,299500,1097500,7,Commercial,3,Approved
VL101813,30,Self Employed,Self Employed,43300,1.7,5100,Scooter,New,87000,12100,74900,2,Business,0,Rejected
VL101814,33,Government Employee,Permanent,33500,1.5,100,Car,Used,484000,83300,400700,7,Commercial,1,Approved
VL101815,25,Business Owner,Business,18200,0.4,3100,Electric Vehicle,Used,990000,276700,713300,5,Personal,2,Rejected
VL101816,33,Self Employed,Self Employed,66400,2.4,0,Motorcycle,New,97000,5000,92000,5,Business,0,Approved
VL101817,44,Professional,Permanent,26100,6.3,3100,Commercial Vehicle,New,1598000,267500,1330500,3,Commercial,0,Rejected
VL101818,28,Professional,Permanent,30100,3.9,2700,Electric Vehicle,Used,593000,21600,571400,3,Personal,0,Rejected
VL101819,51,Self Employed,Self Employed,60100,14.0,14100,Motorcycle,Used,58000,2100,55900,2,Personal,2,Rejected
VL101820,32,Self Employed,Self Employed,19000,3.7,1200,Car,New,707000,197900,509100,5,Business,1,Rejected
VL101821,35,Private Employee,Permanent,29400,3.0,3000,Car,Used,433000,100600,332400,5,Personal,2,Approved
VL101822,43,Salaried,Permanent,62400,3.6,6600,Commercial Vehicle,New,1761000,77600,1683400,2,Personal,1,Rejected
VL101823,42,Professional,Permanent,37500,2.4,5500,Motorcycle,New,109000,27400,81600,5,Commercial,0,Approved
VL101824,42,Salaried,Permanent,22500,6.5,4400,Motorcycle,New,97000,0,97000,2,Personal,2,Approved
VL101825,57,Private Employee,Permanent,30400,8.4,3700,Motorcycle,New,121000,16100,104900,2,Personal,1,Rejected
VL101826,42,Salaried,Contract,26200,18.5,7500,SUV,New,1493000,468900,1024100,7,Personal,1,Rejected
VL101827,35,Salaried,Contract,17400,8.7,1400,Car,New,840000,69900,770100,1,Personal,1,Rejected
VL101828,42,Self Employed,Self Employed,18000,21.1,3500,Motorcycle,New,106000,24200,81800,5,Business,3,Rejected
VL101829,27,Private Employee,Permanent,32900,0.6,3900,Motorcycle,Used,75000,18700,56300,1,Personal,0,Rejected
VL101830,36,Private Employee,Permanent,15000,6.0,1700,Car,New,880000,127200,752800,2,Personal,0,Approved
VL101831,54,Self Employed,Self Employed,23500,29.4,100,SUV,New,1408000,219300,1188700,2,Personal,0,Approved
VL101832,30,Salaried,Permanent,19200,6.8,2800,SUV,Used,808000,87600,720400,7,Personal,1,Rejected
VL101833,41,Business Owner,Business,31100,5.8,2600,Car,New,741000,206900,534100,3,Personal,3,Approved
VL101834,29,Salaried,Permanent,44500,2.2,4400,SUV,New,1592000,210500,1381500,3,Business,2,Rejected
VL101835,26,Professional,Contract,27800,3.8,2800,Electric Vehicle,New,1399000,192200,1206800,2,Personal,2,Rejected
VL101836,29,Private Employee,Permanent,33600,2.3,4800,Car,New,792000,87100,704900,3,Personal,1,Rejected
VL101837,49,Private Employee,Permanent,55900,17.1,10800,Car,New,700000,305600,394400,3,Business,2,Rejected
VL101838,38,Private Employee,Permanent,22600,15.8,1900,Commercial Vehicle,New,2126000,737100,1388900,1,Personal,2,Rejected
VL101839,32,Salaried,Permanent,35700,12.0,2600,SUV,New,1596000,380600,1215400,5,Personal,0,Rejected
VL101840,32,Government Employee,Permanent,60500,12.0,7200,Car,New,863000,190700,672300,5,Personal,3,Approved
VL101841,32,Salaried,Contract,74600,10.7,1200,Scooter,New,75000,24700,50300,7,Commercial,0,Approved
VL101842,35,Private Employee,Permanent,61200,6.7,1900,Electric Vehicle,Used,702000,94100,607900,5,Personal,1,Approved
VL101843,26,Self Employed,Self Employed,24900,1.4,3500,Car,Used,548000,59000,489000,3,Personal,1,Rejected
VL101844,39,Professional,Permanent,25500,8.5,1400,Car,Used,656000,200100,455900,3,Business,1,Approved
VL101845,44,Self Employed,Self Employed,49200,4.6,8000,Electric Vehicle,New,1128000,421100,706900,7,Personal,3,Approved
VL101846,33,Professional,Permanent,54200,2.1,5000,Motorcycle,Used,59000,8400,50600,5,Business,0,Approved
VL101847,22,Salaried,Permanent,52700,1.7,3800,Car,New,796000,184200,611800,3,Personal,1,Approved
VL101848,36,Self Employed,Self Employed,15000,7.5,2900,Scooter,New,87000,22200,64800,2,Commercial,2,Rejected
VL101849,23,Salaried,Permanent,17100,0.8,800,Scooter,New,67000,14500,52500,3,Personal,1,Rejected
VL101850,21,Salaried,Contract,60700,0.3,6100,Car,Used,634000,153400,480600,5,Commercial,3,Approved
VL101851,40,Private Employee,Permanent,40700,17.9,2000,SUV,New,1460000,276000,1184000,2,Personal,2,Approved
VL101852,21,Private Employee,Permanent,38600,0.4,3800,Commercial Vehicle,New,1561000,0,1561000,7,Personal,2,Approved
VL101853,35,Professional,Contract,29700,4.0,4500,Car,Used,486000,93500,392500,5,Personal,2,Approved
VL101854,42,Private Employee,Permanent,24200,4.7,2700,Motorcycle,Used,51000,13800,37200,7,Commercial,2,Approved
VL101855,53,Government Employee,Permanent,33800,12.0,3300,Scooter,New,72000,17800,54200,3,Business,1,Approved
VL101856,21,Private Employee,Permanent,25400,1.0,2300,Car,New,862000,138400,723600,1,Personal,2,Rejected
VL101857,31,Salaried,Permanent,32200,1.7,3900,Scooter,New,83000,24300,58700,2,Personal,1,Approved
VL101858,27,Professional,Contract,99800,5.3,13600,Scooter,New,89000,18000,71000,7,Personal,2,Approved
VL101859,38,Salaried,Permanent,40100,18.0,5400,Commercial Vehicle,New,1541000,364800,1176200,3,Personal,1,Rejected
VL101860,25,Salaried,Permanent,26600,2.4,3000,Motorcycle,New,125000,18300,106700,7,Personal,3,Rejected
VL101861,54,Private Employee,Permanent,27500,1.8,1500,Scooter,New,83000,13700,69300,2,Commercial,2,Approved
VL101862,25,Private Employee,Permanent,34100,1.0,3000,Motorcycle,New,109000,24500,84500,3,Business,1,Approved
VL101863,35,Private Employee,Permanent,15800,2.0,1000,Scooter,New,86000,17600,68400,3,Personal,2,Approved
VL101864,40,Self Employed,Self Employed,46300,10.3,6000,Scooter,New,69000,11900,57100,3,Personal,2,Approved
VL101865,39,Government Employee,Permanent,78700,4.0,6200,Scooter,Used,58000,9100,48900,3,Personal,0,Rejected
VL101866,32,Private Employee,Permanent,44900,1.9,3600,Car,Used,577000,0,577000,5,Business,1,Rejected
VL101867,21,Salaried,Permanent,27200,1.0,5900,Commercial Vehicle,Used,1087000,97300,989700,5,Personal,4,Rejected
VL101868,32,Self Employed,Self Employed,27600,3.6,2600,Electric Vehicle,New,1247000,234800,1012200,5,Personal,1,Approved
VL101869,21,Private Employee,Permanent,33300,0.3,0,SUV,New,1329000,250400,1078600,7,Personal,2,Rejected
VL101870,33,Salaried,Permanent,37900,7.1,8800,Scooter,New,80000,18600,61400,5,Personal,2,Rejected
VL101871,37,Salaried,Permanent,35100,12.6,3500,SUV,New,1190000,373500,816500,5,Business,0,Approved
VL101872,29,Business Owner,Business,41700,1.8,3100,SUV,New,1192000,185100,1006900,7,Personal,0,Rejected
VL101873,30,Professional,Permanent,32400,6.4,2400,Car,New,864000,76500,787500,3,Personal,3,Rejected
VL101874,24,Business Owner,Business,57300,4.0,4200,SUV,New,1515000,505000,1010000,5,Personal,2,Approved
VL101875,58,Private Employee,Permanent,15000,20.4,3000,Car,Used,583000,139800,443200,2,Personal,0,Rejected
VL101876,39,Salaried,Permanent,20700,12.3,1100,Car,New,943000,140700,802300,1,Personal,3,Rejected
VL101877,23,Salaried,Permanent,57600,2.1,3100,Commercial Vehicle,Used,1349000,55600,1293400,5,Personal,2,Approved
VL101878,24,Private Employee,Permanent,30300,0.7,2600,Electric Vehicle,New,1166000,482900,683100,2,Business,1,Rejected
VL101879,38,Private Employee,Contract,36500,1.0,0,Motorcycle,New,97000,17300,79700,3,Personal,2,Approved
VL101880,21,Professional,Contract,29500,0.4,2000,Electric Vehicle,New,1428000,336100,1091900,3,Personal,4,Rejected
VL101881,27,Government Employee,Permanent,18900,0.8,3400,Commercial Vehicle,Used,997000,115000,882000,3,Commercial,2,Rejected
VL101882,42,Government Employee,Permanent,41400,18.0,5200,Car,Used,290000,29600,260400,5,Personal,0,Approved
VL101883,43,Government Employee,Permanent,38000,12.8,5400,Scooter,Used,46000,14400,31600,5,Personal,3,Approved
VL101884,37,Private Employee,Permanent,128900,3.0,6800,Commercial Vehicle,Used,1381000,218400,1162600,1,Commercial,2,Approved
VL101885,34,Private Employee,Permanent,38000,2.1,0,Car,Used,523000,77700,445300,7,Personal,1,Approved
VL101886,48,Self Employed,Self Employed,65600,8.6,9900,Scooter,Used,40000,8200,31800,5,Business,1,Approved
VL101887,24,Government Employee,Permanent,35000,2.2,800,Scooter,New,74000,15000,59000,1,Commercial,4,Approved
VL101888,28,Professional,Permanent,66000,1.1,0,Scooter,New,74000,21800,52200,2,Personal,1,Approved
VL101889,49,Salaried,Permanent,26400,16.7,1100,Car,New,837000,158100,678900,5,Personal,0,Approved
VL101890,33,Private Employee,Permanent,21500,12.2,1000,Commercial Vehicle,Used,991000,251800,739200,2,Personal,1,Rejected
VL101891,39,Private Employee,Permanent,20700,8.0,200,Car,New,681000,94600,586400,5,Personal,1,Rejected
VL101892,35,Salaried,Contract,26900,6.9,2700,SUV,Used,1025000,117700,907300,2,Personal,0,Approved
VL101893,59,Professional,Permanent,29500,23.7,8000,Car,New,821000,95300,725700,3,Personal,1,Rejected
VL101894,29,Self Employed,Self Employed,22100,2.0,2100,Scooter,New,85000,11200,73800,3,Commercial,0,Approved
VL101895,43,Private Employee,Permanent,52900,3.5,2600,SUV,Used,588000,205500,382500,3,Personal,2,Approved
VL101896,21,Salaried,Contract,15000,0.4,1600,SUV,New,1228000,184300,1043700,2,Commercial,1,Rejected
VL101897,37,Business Owner,Business,46700,8.2,8100,SUV,Used,902000,135100,766900,3,Personal,2,Rejected
VL101898,44,Government Employee,Permanent,31500,0.5,0,Car,New,833000,222400,610600,5,Personal,1,Approved
VL101899,42,Government Employee,Permanent,74100,7.7,5000,Car,New,954000,251300,702700,2,Personal,3,Approved
VL101900,39,Salaried,Permanent,33800,5.2,4100,Scooter,New,82000,8300,73700,7,Personal,4,Rejected
VL101901,41,Business Owner,Business,33700,5.6,4300,Electric Vehicle,New,1263000,227600,1035400,3,Personal,0,Approved
VL101902,28,Private Employee,Permanent,58700,2.0,3700,Electric Vehicle,New,1475000,0,1475000,7,Business,2,Approved
VL101903,41,Private Employee,Permanent,22500,8.5,0,Car,Used,498000,122700,375300,2,Commercial,3,Rejected
VL101904,52,Government Employee,Permanent,35200,5.0,4100,SUV,New,1249000,325400,923600,3,Personal,2,Approved
VL101905,28,Professional,Permanent,53500,1.6,2100,Car,New,703000,181100,521900,7,Commercial,2,Approved
VL101906,49,Salaried,Contract,38800,19.2,0,SUV,Used,1048000,399300,648700,5,Business,0,Approved
VL101907,35,Business Owner,Business,59900,0.3,6500,SUV,New,1638000,395200,1242800,5,Personal,3,Approved
VL101908,38,Private Employee,Permanent,27300,8.0,3200,Scooter,New,88000,18300,69700,2,Personal,1,Rejected
VL101909,21,Business Owner,Business,27300,0.2,2300,Scooter,New,88000,19000,69000,3,Business,1,Rejected
VL101910,23,Private Employee,Permanent,50500,2.3,11800,Motorcycle,New,122000,17900,104100,5,Business,0,Approved
VL101911,34,Salaried,Permanent,25100,9.3,3400,Motorcycle,Used,76000,29500,46500,1,Personal,0,Approved
VL101912,45,Private Employee,Contract,26200,23.1,2900,Motorcycle,Used,48000,17300,30700,3,Business,2,Approved
VL101913,29,Self Employed,Self Employed,35900,5.4,7800,Motorcycle,New,126000,18900,107100,2,Personal,3,Rejected
VL101914,27,Government Employee,Permanent,44700,3.2,11000,Electric Vehicle,New,1225000,117600,1107400,2,Commercial,3,Approved
VL101915,30,Self Employed,Self Employed,55200,0.8,9400,Car,Used,390000,80400,309600,3,Commercial,3,Approved
VL101916,53,Business Owner,Business,35500,9.7,2300,Motorcycle,New,110000,21600,88400,3,Personal,1,Approved
VL101917,43,Business Owner,Business,46600,16.4,6200,Car,New,682000,140700,541300,1,Commercial,0,Approved
VL101918,32,Private Employee,Permanent,71800,8.4,11800,Motorcycle,New,99000,21600,77400,3,Business,1,Rejected
VL101919,34,Government Employee,Permanent,55700,11.2,0,SUV,New,1455000,65000,1390000,2,Business,2,Approved
VL101920,21,Private Employee,Permanent,32900,0.4,200,Motorcycle,Used,49000,8800,40200,3,Business,2,Approved
VL101921,25,Government Employee,Permanent,44600,1.3,6400,Motorcycle,Used,88000,18700,69300,5,Personal,2,Approved
VL101922,25,Salaried,Permanent,82900,0.2,7600,Commercial Vehicle,New,1707000,184800,1522200,5,Personal,3,Approved
VL101923,32,Government Employee,Permanent,49600,7.0,7000,Car,New,925000,287800,637200,5,Business,3,Approved
VL101924,45,Private Employee,Permanent,33500,17.1,5200,Electric Vehicle,New,1227000,180900,1046100,7,Personal,2,Approved
VL101925,31,Private Employee,Permanent,91700,1.6,2600,Scooter,New,74000,13100,60900,2,Business,2,Approved
VL101926,24,Professional,Permanent,67200,0.9,5600,Motorcycle,Used,46000,16300,29700,3,Personal,2,Approved
VL101927,30,Self Employed,Self Employed,63000,2.5,7000,SUV,Used,900000,46500,853500,3,Personal,2,Approved
VL101928,31,Government Employee,Permanent,30900,0.2,5200,Motorcycle,Used,65000,12400,52600,5,Personal,1,Approved
VL101929,32,Salaried,Contract,25300,3.5,4200,Car,New,818000,89000,729000,7,Personal,2,Rejected
VL101930,33,Business Owner,Business,63400,5.7,0,Car,New,762000,178000,584000,5,Personal,4,Approved
VL101931,38,Government Employee,Permanent,25500,3.2,0,SUV,Used,790000,190600,599400,5,Personal,0,Rejected
VL101932,25,Professional,Permanent,18100,0.8,1000,Electric Vehicle,New,1194000,243500,950500,7,Personal,0,Rejected
VL101933,47,Salaried,Permanent,48400,9.2,9200,Car,New,904000,105700,798300,5,Commercial,1,Rejected
VL101934,26,Private Employee,Permanent,75500,3.3,4200,Electric Vehicle,New,1542000,181200,1360800,3,Commercial,1,Approved
VL101935,38,Self Employed,Self Employed,19400,2.6,5300,Commercial Vehicle,New,1783000,263800,1519200,2,Personal,2,Rejected
VL101936,24,Salaried,Permanent,75600,4.0,0,Scooter,New,78000,8600,69400,7,Personal,4,Approved
VL101937,25,Salaried,Contract,26000,4.9,500,Scooter,New,70000,16900,53100,5,Personal,1,Approved
VL101938,44,Government Employee,Permanent,44400,10.4,2000,SUV,Used,566000,84500,481500,1,Commercial,2,Approved
VL101939,41,Professional,Permanent,61700,21.0,1400,Car,New,954000,203300,750700,5,Personal,3,Approved
VL101940,45,Government Employee,Permanent,35700,7.7,1100,Car,New,784000,118000,666000,2,Personal,0,Approved
VL101941,44,Government Employee,Permanent,49700,14.4,5900,Scooter,New,79000,24600,54400,2,Personal,1,Approved
VL101942,21,Government Employee,Permanent,31600,0.3,3200,Commercial Vehicle,Used,1119000,321900,797100,2,Personal,2,Approved
VL101943,39,Professional,Permanent,57300,11.3,1100,Electric Vehicle,New,1259000,242600,1016400,2,Personal,0,Rejected
VL101944,36,Salaried,Permanent,70900,3.4,7500,SUV,New,1275000,309100,965900,5,Commercial,4,Approved
VL101945,25,Salaried,Permanent,32900,3.1,1500,Car,Used,601000,173000,428000,7,Personal,2,Approved
VL101946,27,Private Employee,Permanent,27800,4.1,4400,Motorcycle,New,108000,21500,86500,3,Personal,1,Rejected
VL101947,25,Self Employed,Self Employed,29500,4.9,3600,SUV,Used,511000,68500,442500,2,Personal,4,Rejected
VL101948,38,Salaried,Permanent,45200,10.0,6400,Car,Used,693000,179500,513500,7,Business,2,Approved
VL101949,43,Salaried,Permanent,21900,9.6,2300,Motorcycle,New,112000,21100,90900,5,Commercial,3,Approved
VL101950,34,Private Employee,Permanent,47200,3.9,4200,Electric Vehicle,New,1446000,76500,1369500,5,Personal,2,Rejected
VL101951,21,Business Owner,Business,39100,0.2,4500,Car,New,769000,124000,645000,3,Business,2,Approved
VL101952,32,Government Employee,Permanent,43600,2.1,13600,SUV,New,1259000,385800,873200,3,Personal,3,Rejected
VL101953,21,Government Employee,Permanent,36600,0.4,2200,Car,New,816000,173600,642400,7,Personal,2,Rejected
VL101954,55,Salaried,Contract,50100,10.3,7600,SUV,New,1411000,59600,1351400,2,Business,0,Approved
VL101955,43,Business Owner,Business,24500,7.3,3700,Scooter,Used,49000,6900,42100,7,Business,1,Rejected
VL101956,42,Salaried,Permanent,15000,2.2,4300,SUV,New,1309000,211300,1097700,3,Personal,2,Rejected
VL101957,21,Government Employee,Permanent,49400,0.2,9600,Car,Used,570000,59800,510200,3,Business,2,Approved
VL101958,43,Salaried,Permanent,20300,9.7,0,Electric Vehicle,Used,756000,56000,700000,3,Business,1,Approved
VL101959,36,Government Employee,Permanent,40100,6.7,2900,SUV,New,1275000,22900,1252100,3,Business,4,Rejected
VL101960,32,Professional,Permanent,22200,2.8,0,Car,Used,424000,79300,344700,7,Business,3,Rejected
VL101961,38,Private Employee,Permanent,54700,5.4,7000,Car,New,695000,161300,533700,5,Personal,1,Approved
VL101962,21,Salaried,Permanent,26400,0.2,3200,Car,Used,290000,0,290000,2,Personal,0,Approved
VL101963,35,Professional,Permanent,26200,4.3,2000,Scooter,New,81000,30500,50500,2,Personal,4,Approved
VL101964,31,Private Employee,Permanent,52300,1.4,6400,Scooter,Used,40000,4100,35900,5,Commercial,2,Rejected
VL101965,28,Private Employee,Permanent,47400,5.7,7500,Scooter,New,79000,18200,60800,5,Personal,2,Approved
VL101966,26,Government Employee,Permanent,49900,0.6,2800,Commercial Vehicle,New,1687000,411100,1275900,7,Business,3,Rejected
