Application_ID,Age,Occupation,Employment_Type,Monthly_Income,Employment_Business_Duration,Existing_Monthly_EMI,Loan_Amount,Loan_Tenure,Property_Value,Down_Payment,Property_Type,Property_Location_Type,Number_of_Dependents,Loan_Approval
HL101803,22,Self Employed,Self Employed,86200,0.5,11800,9099000,20,10870000,1771000,Builder Floor,Semi Urban,3,Rejected
HL101804,41,Self Employed,Self Employed,105400,15.8,23300,11500000,15,13737000,2237000,Apartment,Urban,1,Approved
HL101805,61,Self Employed,Self Employed,39500,37.8,4000,3708000,15,5948000,2240000,Plot,Urban,0,Approved
HL101806,24,Salaried,Permanent,39100,3.0,4600,3019000,20,3671000,652000,Apartment,Rural,2,Rejected
HL101807,36,Private Employee,Permanent,32200,4.8,1200,1923000,10,2734000,811000,Apartment,Urban,1,Approved
HL101808,38,Government Employee,Permanent,92600,10.4,24900,6339000,15,8367000,2028000,Apartment,Semi Urban,1,Approved
HL101809,34,Salaried,Permanent,89700,13.0,11900,9104000,5,12149000,3045000,Independent House,Rural,2,Approved
HL101810,47,Salaried,Permanent,51700,5.8,10700,4811000,25,6013000,1202000,Independent House,Urban,4,Rejected
HL101811,42,Private Employee,Permanent,28900,10.5,3500,2652000,10,3298000,646000,Apartment,Urban,2,Rejected
HL101812,39,Self Employed,Self Employed,30100,4.3,3800,1907000,10,2899000,992000,Villa,Urban,0,Rejected
HL101813,45,Salaried,Permanent,58500,24.0,0,6556000,25,9292000,2736000,Independent House,Semi Urban,1,Approved
HL101814,38,Business Owner,Business,86700,17.0,0,7418000,10,9047000,1629000,Apartment,Urban,3,Approved
HL101815,65,Private Employee,Permanent,21400,30.1,4700,2725000,20,3155000,430000,Apartment,Urban,1,Rejected
HL101816,39,Self Employed,Self Employed,46900,12.2,5900,3290000,15,3980000,690000,Apartment,Urban,2,Rejected
HL101817,40,Private Employee,Permanent,112200,4.9,15300,5083000,25,7246000,2163000,Apartment,Rural,1,Approved
HL101818,23,Private Employee,Permanent,49100,2.0,1000,3850000,10,5614000,1764000,Apartment,Rural,3,Approved
HL101819,33,Private Employee,Contract,105900,4.4,5100,9906000,10,13467000,3561000,Villa,Semi Urban,1,Approved
HL101820,48,Professional,Permanent,83400,7.5,17100,8459000,15,9302000,843000,Villa,Rural,4,Rejected
HL101821,26,Private Employee,Permanent,33300,4.9,8600,2176000,30,3023000,847000,Builder Floor,Semi Urban,1,Rejected
HL101822,22,Private Employee,Permanent,47500,0.3,3300,4328000,25,6405000,2077000,Plot,Rural,2,Rejected
HL101823,38,Private Employee,Permanent,51100,4.9,8900,5414000,15,7067000,1653000,Independent House,Urban,0,Rejected
HL101824,50,Self Employed,Self Employed,35300,23.9,4800,3968000,15,6384000,2416000,Apartment,Urban,2,Approved
HL101825,38,Salaried,Permanent,35000,2.9,3900,2234000,10,2522000,288000,Apartment,Rural,1,Rejected
HL101826,35,Private Employee,Permanent,106700,9.7,28600,9473000,15,13063000,3590000,Villa,Urban,0,Rejected
HL101827,22,Private Employee,Permanent,34900,0.5,2900,3465000,15,4022000,557000,Apartment,Urban,1,Approved
HL101828,42,Professional,Contract,101200,16.3,22200,9707000,25,13961000,4254000,Apartment,Semi Urban,0,Approved
HL101829,44,Private Employee,Permanent,44500,14.7,6700,4466000,5,6109000,1643000,Builder Floor,Semi Urban,4,Approved
HL101830,22,Private Employee,Permanent,53600,1.0,6400,4460000,25,7014000,2554000,Apartment,Urban,3,Approved
HL101831,48,Professional,Permanent,80200,14.6,18400,4877000,5,6590000,1713000,Apartment,Urban,2,Approved
HL101832,45,Private Employee,Permanent,41400,8.2,5900,3317000,25,4083000,766000,Builder Floor,Urban,1,Approved
HL101833,48,Salaried,Permanent,70000,12.6,7900,4915000,15,5999000,1084000,Apartment,Urban,1,Approved
HL101834,43,Salaried,Permanent,21600,13.9,5000,2906000,10,3632000,726000,Apartment,Urban,1,Rejected
HL101835,44,Salaried,Permanent,66000,23.0,14500,5986000,25,7292000,1306000,Apartment,Urban,1,Approved
HL101836,43,Salaried,Permanent,18000,15.9,3900,975000,15,1451000,476000,Independent House,Semi Urban,2,Rejected
HL101837,46,Private Employee,Permanent,48900,6.1,0,3884000,25,5729000,1845000,Builder Floor,Urban,3,Approved
HL101838,22,Self Employed,Self Employed,79600,1.0,12400,6339000,25,7045000,706000,Villa,Urban,0,Approved
HL101839,24,Self Employed,Self Employed,71700,2.8,9800,8807000,30,11336000,2529000,Independent House,Semi Urban,0,Approved
HL101840,31,Salaried,Permanent,30200,2.3,3500,2647000,25,3416000,769000,Apartment,Urban,0,Rejected
HL101841,37,Private Employee,Permanent,32000,2.9,5400,4774000,15,5666000,892000,Apartment,Urban,1,Rejected
HL101842,41,Salaried,Permanent,39700,3.1,5600,4470000,15,6001000,1531000,Independent House,Urban,0,Approved
HL101843,41,Professional,Permanent,67700,8.9,11800,5430000,20,8188000,2758000,Apartment,Semi Urban,1,Approved
HL101844,48,Salaried,Contract,21700,12.5,2100,1995000,15,2815000,820000,Apartment,Urban,0,Rejected
HL101845,48,Private Employee,Permanent,53900,7.4,12900,5495000,20,8174000,2679000,Villa,Urban,0,Approved
HL101846,30,Government Employee,Permanent,59200,1.2,10800,6532000,15,7800000,1268000,Builder Floor,Semi Urban,2,Rejected
HL101847,40,Private Employee,Permanent,47700,3.5,7800,2630000,20,3384000,754000,Builder Floor,Semi Urban,4,Approved
HL101848,30,Government Employee,Permanent,65200,6.6,10400,8321000,15,9891000,1570000,Plot,Semi Urban,0,Approved
HL101849,36,Self Employed,Self Employed,59900,5.6,12700,3994000,10,5250000,1256000,Independent House,Rural,1,Rejected
HL101850,41,Salaried,Permanent,42500,4.1,8600,3260000,30,4326000,1066000,Plot,Semi Urban,1,Rejected
HL101851,22,Professional,Permanent,26100,0.5,2900,2250000,25,3199000,949000,Builder Floor,Urban,3,Approved
HL101852,60,Private Employee,Permanent,57500,22.4,11500,5877000,15,8707000,2830000,Apartment,Urban,2,Rejected
HL101853,43,Self Employed,Self Employed,35300,13.6,4700,3055000,10,4215000,1160000,Independent House,Urban,2,Approved
HL101854,33,Business Owner,Business,52200,5.9,14300,5281000,25,6222000,941000,Apartment,Urban,2,Rejected
HL101855,55,Professional,Permanent,77300,14.8,16100,5977000,15,6730000,753000,Builder Floor,Urban,4,Rejected
HL101856,35,Salaried,Contract,102500,14.0,7200,9356000,20,12671000,3315000,Builder Floor,Urban,0,Approved
HL101857,39,Government Employee,Permanent,50600,3.5,15500,2787000,25,4223000,1436000,Plot,Semi Urban,0,Approved
HL101858,34,Salaried,Permanent,69500,5.1,0,7990000,15,10217000,2227000,Apartment,Semi Urban,1,Approved
HL101859,53,Salaried,Permanent,28300,2.4,4800,2939000,15,3258000,319000,Builder Floor,Urban,2,Rejected
HL101860,37,Private Employee,Permanent,60500,5.7,3900,6676000,10,10887000,4211000,Apartment,Urban,0,Approved
HL101861,39,Professional,Permanent,60600,9.5,16400,6795000,15,9172000,2377000,Apartment,Urban,3,Approved
HL101862,49,Professional,Permanent,108300,22.9,15200,13176000,20,17194000,4018000,Independent House,Urban,2,Approved
HL101863,43,Private Employee,Permanent,42500,1.7,2400,6629000,10,7590000,961000,Plot,Urban,4,Rejected
HL101864,38,Private Employee,Contract,48600,8.8,4800,3982000,30,5114000,1132000,Builder Floor,Urban,4,Rejected
HL101865,48,Business Owner,Business,109100,27.0,6900,11012000,25,15188000,4176000,Apartment,Urban,2,Approved
HL101866,61,Professional,Permanent,59800,26.1,5700,2770000,15,3744000,974000,Apartment,Rural,3,Approved
HL101867,41,Salaried,Permanent,32900,3.2,3100,2496000,20,2992000,496000,Independent House,Urban,2,Rejected
HL101868,39,Private Employee,Permanent,170800,6.4,10200,13801000,15,17591000,3790000,Apartment,Semi Urban,1,Approved
HL101869,40,Business Owner,Business,41700,12.7,5900,5226000,15,6302000,1076000,Builder Floor,Urban,2,Approved
HL101870,50,Government Employee,Permanent,50000,8.2,7600,5388000,20,8329000,2941000,Apartment,Urban,4,Rejected
HL101871,33,Private Employee,Permanent,63300,6.7,2600,4799000,10,6775000,1976000,Apartment,Urban,2,Approved
HL101872,35,Professional,Permanent,70300,7.5,0,6749000,15,8211000,1462000,Independent House,Rural,2,Approved
HL101873,24,Professional,Permanent,57200,1.3,8300,5181000,10,5932000,751000,Villa,Urban,1,Rejected
HL101874,27,Professional,Contract,57300,0.9,9300,3523000,10,4649000,1126000,Builder Floor,Urban,3,Rejected
HL101875,33,Self Employed,Self Employed,48700,3.1,8700,2540000,20,3100000,560000,Apartment,Rural,1,Approved
HL101876,37,Salaried,Permanent,32800,16.0,5400,3765000,30,4628000,863000,Apartment,Urban,2,Approved
HL101877,54,Government Employee,Permanent,135400,11.1,33300,15559000,20,17867000,2308000,Builder Floor,Urban,2,Rejected
HL101878,43,Private Employee,Permanent,49100,8.2,9800,3988000,30,4632000,644000,Independent House,Semi Urban,2,Rejected
HL101879,30,Private Employee,Permanent,70900,3.3,23700,4414000,20,5755000,1341000,Apartment,Urban,0,Rejected
HL101880,31,Private Employee,Permanent,46600,8.0,17200,3845000,15,4798000,953000,Apartment,Rural,2,Rejected
HL101881,50,Private Employee,Contract,46200,11.2,0,4427000,25,7629000,3202000,Builder Floor,Urban,1,Approved
HL101882,48,Government Employee,Permanent,41900,12.1,0,2337000,10,3191000,854000,Villa,Semi Urban,1,Approved
HL101883,38,Self Employed,Self Employed,27000,8.8,3200,3691000,10,4232000,541000,Apartment,Urban,0,Rejected
HL101884,34,Government Employee,Permanent,47900,11.2,7700,5497000,30,6089000,592000,Apartment,Semi Urban,2,Rejected
HL101885,48,Government Employee,Permanent,42900,12.2,4900,3632000,20,4854000,1222000,Apartment,Semi Urban,0,Approved
HL101886,29,Salaried,Contract,91800,3.9,16200,5540000,30,6825000,1285000,Apartment,Semi Urban,1,Approved
HL101887,42,Salaried,Contract,31600,6.2,3100,2770000,10,4113000,1343000,Apartment,Rural,3,Rejected
HL101888,58,Business Owner,Business,52200,21.2,3400,4467000,25,5897000,1430000,Apartment,Semi Urban,1,Approved
HL101889,40,Private Employee,Permanent,36200,13.1,2800,4140000,15,4411000,271000,Apartment,Urban,3,Rejected
HL101890,31,Salaried,Permanent,103700,7.2,10800,15158000,15,17594000,2436000,Apartment,Urban,2,Rejected
HL101891,42,Self Employed,Self Employed,36600,21.0,6900,5128000,25,6149000,1021000,Independent House,Urban,0,Approved
HL101892,34,Private Employee,Permanent,69800,3.2,5700,8096000,15,10873000,2777000,Independent House,Urban,2,Approved
HL101893,25,Salaried,Permanent,83800,1.9,8100,12046000,20,13939000,1893000,Plot,Urban,1,Rejected
HL101894,44,Government Employee,Permanent,48200,8.9,8000,3004000,25,3913000,909000,Apartment,Semi Urban,4,Rejected
HL101895,48,Salaried,Permanent,29200,27.0,3000,3587000,25,4044000,457000,Builder Floor,Semi Urban,1,Rejected
HL101896,35,Private Employee,Permanent,29300,10.4,6100,1932000,5,2479000,547000,Builder Floor,Rural,3,Rejected
HL101897,35,Salaried,Permanent,79800,1.5,3700,10197000,10,13589000,3392000,Builder Floor,Urban,2,Rejected
HL101898,29,Salaried,Permanent,30700,2.2,900,2103000,30,3172000,1069000,Apartment,Semi Urban,3,Approved
HL101899,37,Salaried,Permanent,64600,5.6,9300,3679000,20,4838000,1159000,Apartment,Semi Urban,0,Approved
HL101900,33,Private Employee,Permanent,57000,1.5,8700,4394000,20,5198000,804000,Villa,Rural,2,Approved
HL101901,29,Salaried,Contract,64200,3.9,3300,5857000,10,8867000,3010000,Apartment,Semi Urban,0,Rejected
HL101902,55,Business Owner,Business,83700,10.4,19000,8802000,5,11077000,2275000,Apartment,Urban,3,Rejected
HL101903,42,Salaried,Permanent,35600,21.0,9800,4078000,30,5679000,1601000,Apartment,Urban,1,Rejected
HL101904,43,Private Employee,Permanent,34900,12.5,2400,1800000,20,2171000,371000,Independent House,Rural,1,Approved
HL101905,46,Private Employee,Permanent,74700,8.5,17900,4961000,25,6420000,1459000,Plot,Semi Urban,2,Rejected
HL101906,45,Private Employee,Contract,40800,4.9,0,4158000,15,4926000,768000,Apartment,Semi Urban,1,Rejected
HL101907,34,Salaried,Contract,18000,5.7,3700,1421000,15,1884000,463000,Builder Floor,Semi Urban,2,Rejected
HL101908,40,Business Owner,Business,90700,19.0,4700,8517000,20,11901000,3384000,Plot,Semi Urban,2,Approved
HL101909,36,Business Owner,Business,42500,5.9,8400,5456000,25,6657000,1201000,Apartment,Semi Urban,0,Rejected
HL101910,42,Salaried,Permanent,66900,9.2,2900,6064000,15,7358000,1294000,Independent House,Rural,2,Approved
HL101911,41,Salaried,Permanent,101400,18.9,11600,6967000,15,9271000,2304000,Apartment,Rural,1,Approved
HL101912,35,Professional,Contract,62800,7.8,3500,7260000,20,8581000,1321000,Builder Floor,Urban,2,Rejected
HL101913,26,Private Employee,Permanent,84800,4.0,8700,13375000,5,14838000,1463000,Plot,Urban,1,Rejected
HL101914,39,Salaried,Permanent,58100,10.7,15500,6558000,15,8724000,2166000,Villa,Urban,1,Approved
HL101915,36,Salaried,Permanent,110700,8.6,12300,14285000,20,18114000,3829000,Villa,Urban,3,Approved
HL101916,22,Private Employee,Permanent,33600,0.1,9700,2580000,5,3264000,684000,Apartment,Semi Urban,3,Rejected
HL101917,43,Self Employed,Self Employed,54000,4.0,4800,5461000,20,7397000,1936000,Builder Floor,Semi Urban,4,Approved
HL101918,47,Private Employee,Permanent,73300,13.4,17500,5059000,10,6958000,1899000,Builder Floor,Urban,2,Approved
HL101919,61,Professional,Permanent,57200,8.8,0,7170000,25,9043000,1873000,Plot,Urban,0,Approved
HL101920,34,Private Employee,Permanent,91000,5.7,8800,13593000,25,15628000,2035000,Independent House,Urban,1,Approved
HL101921,33,Government Employee,Permanent,42400,2.0,3300,5321000,25,6403000,1082000,Apartment,Semi Urban,0,Rejected
HL101922,28,Private Employee,Permanent,137500,6.7,33400,8115000,20,11068000,2953000,Apartment,Semi Urban,2,Approved
HL101923,40,Government Employee,Permanent,133700,4.6,18000,17110000,20,22247000,5137000,Apartment,Urban,0,Approved
HL101924,40,Salaried,Permanent,61500,3.9,0,4656000,15,5651000,995000,Independent House,Urban,4,Approved
HL101925,31,Salaried,Permanent,69500,1.3,1100,6621000,15,7857000,1236000,Plot,Semi Urban,0,Approved
HL101926,36,Government Employee,Permanent,88000,10.8,3400,9717000,10,13300000,3583000,Builder Floor,Urban,0,Approved
HL101927,22,Self Employed,Self Employed,31800,0.4,6200,2881000,25,3612000,731000,Apartment,Semi Urban,3,Rejected
HL101928,46,Salaried,Permanent,30000,23.2,5500,1846000,5,2565000,719000,Apartment,Rural,1,Approved
HL101929,31,Private Employee,Contract,95400,3.0,9200,10242000,15,14432000,4190000,Apartment,Urban,0,Approved
HL101930,38,Private Employee,Permanent,61300,3.0,4700,7348000,20,9128000,1780000,Builder Floor,Urban,2,Rejected
HL101931,25,Private Employee,Permanent,48900,1.7,8700,4849000,20,6887000,2038000,Plot,Urban,4,Approved
HL101932,33,Self Employed,Self Employed,54400,12.0,1600,5655000,15,7354000,1699000,Independent House,Urban,1,Approved
HL101933,35,Business Owner,Business,23100,1.4,3600,2691000,15,3547000,856000,Independent House,Urban,1,Rejected
HL101934,38,Self Employed,Self Employed,49700,9.3,7400,5770000,20,6074000,304000,Independent House,Urban,1,Rejected
HL101935,42,Salaried,Permanent,38600,12.3,3800,2901000,30,3382000,481000,Apartment,Urban,2,Rejected
HL101936,51,Private Employee,Permanent,81900,30.0,12400,8273000,20,9695000,1422000,Apartment,Semi Urban,1,Approved
HL101937,45,Private Employee,Permanent,84800,5.5,10900,10613000,15,13176000,2563000,Apartment,Urban,2,Rejected
HL101938,47,Salaried,Permanent,70200,2.4,11200,5245000,25,6804000,1559000,Apartment,Semi Urban,1,Rejected
HL101939,51,Salaried,Permanent,64700,9.6,900,4721000,10,6151000,1430000,Independent House,Urban,3,Approved
HL101940,43,Salaried,Permanent,27600,17.3,4700,3655000,15,4827000,1172000,Apartment,Urban,2,Approved
HL101941,38,Private Employee,Permanent,70700,7.8,14300,10028000,10,12012000,1984000,Plot,Urban,2,Rejected
HL101942,47,Government Employee,Permanent,68300,16.4,9900,7153000,15,9870000,2717000,Independent House,Urban,2,Rejected
HL101943,48,Salaried,Permanent,94900,5.0,16000,9761000,20,15366000,5605000,Independent House,Urban,1,Rejected
HL101944,44,Business Owner,Business,175700,8.6,19500,20207000,20,25000000,4793000,Builder Floor,Semi Urban,1,Rejected
HL101945,25,Professional,Contract,29100,1.9,5600,2498000,25,2999000,501000,Apartment,Rural,2,Rejected
HL101946,30,Salaried,Permanent,45500,1.0,5700,4018000,20,4813000,795000,Villa,Urban,0,Approved
HL101947,36,Professional,Permanent,44600,7.0,1300,5056000,15,6539000,1483000,Apartment,Urban,0,Approved
HL101948,45,Salaried,Contract,58500,8.3,10900,8424000,20,10247000,1823000,Plot,Urban,1,Rejected
HL101949,38,Professional,Permanent,62700,17.0,0,7608000,25,8284000,676000,Independent House,Semi Urban,0,Approved
HL101950,48,Professional,Permanent,56100,12.0,8000,4185000,20,4668000,483000,Apartment,Urban,1,Rejected
HL101951,50,Salaried,Contract,86000,29.0,7700,10536000,15,15086000,4550000,Apartment,Urban,2,Approved
HL101952,49,Self Employed,Self Employed,33000,17.6,2800,2619000,20,3866000,1247000,Villa,Rural,3,Approved
HL101953,49,Professional,Permanent,39000,11.3,5200,2294000,20,3519000,1225000,Villa,Rural,1,Approved
HL101954,29,Professional,Permanent,39300,8.0,2500,4757000,15,6244000,1487000,Villa,Semi Urban,3,Rejected
HL101955,42,Professional,Permanent,53000,3.4,8500,7068000,25,8225000,1157000,Independent House,Urban,0,Rejected
HL101956,33,Private Employee,Contract,31200,3.8,3900,4219000,15,5177000,958000,Villa,Urban,4,Rejected
HL101957,23,Salaried,Contract,53000,1.6,3700,8489000,5,9440000,951000,Independent House,Urban,2,Rejected
HL101958,35,Business Owner,Business,62900,0.7,14300,4175000,25,4627000,452000,Apartment,Semi Urban,1,Rejected
HL101959,50,Private Employee,Permanent,38000,12.6,5200,4033000,25,5309000,1276000,Independent House,Semi Urban,2,Rejected
HL101960,42,Private Employee,Permanent,80300,9.0,13700,7129000,20,9675000,2546000,Independent House,Urban,1,Approved
HL101961,56,Government Employee,Permanent,50100,18.7,11700,3934000,20,6312000,2378000,Plot,Rural,1,Approved
HL101962,40,Private Employee,Permanent,87400,7.1,20300,11789000,30,14986000,3197000,Independent House,Urban,1,Approved
HL101963,60,Salaried,Permanent,49600,31.0,8300,6372000,15,7171000,799000,Independent House,Semi Urban,4,Rejected
HL101964,40,Self Employed,Self Employed,53600,4.5,5100,6821000,15,8637000,1816000,Builder Floor,Urban,3,Rejected
HL101965,38,Salaried,Permanent,42100,14.8,200,5498000,20,6850000,1352000,Builder Floor,Urban,2,Rejected
HL101966,26,Self Employed,Self Employed,54000,0.9,7400,4919000,15,6004000,1085000,Apartment,Urban,3,Rejected
HL101967,48,Business Owner,Business,93300,15.3,19400,7484000,20,9945000,2461000,Builder Floor,Semi Urban,0,Approved
HL101968,33,Private Employee,Permanent,45000,12.0,6700,3647000,30,4158000,511000,Apartment,Urban,2,Rejected
HL101969,32,Private Employee,Permanent,68400,2.4,0,8762000,15,11386000,2624000,Builder Floor,Urban,1,Approved
HL101970,50,Government Employee,Permanent,35700,7.8,6800,3330000,10,4575000,1245000,Apartment,Semi Urban,1,Approved
HL101971,48,Professional,Permanent,87700,24.1,17100,7314000,15,10975000,3661000,Independent House,Semi Urban,3,Approved
HL101972,48,Self Employed,Self Employed,41700,13.7,4000,2902000,20,3843000,941000,Builder Floor,Semi Urban,3,Approved
HL101973,35,Government Employee,Permanent,75500,1.3,15000,6592000,25,9464000,2872000,Apartment,Semi Urban,3,Approved
HL101974,38,Salaried,Permanent,55700,8.9,9500,5038000,30,6178000,1140000,Plot,Semi Urban,2,Rejected
