Application_ID,Age,Occupation,Employment_Type,Monthly_Income,Employment_Business_Duration,Existing_Monthly_EMI,Loan_Amount,Loan_Tenure,Loan_Purpose,Number_of_Dependents,Monthly_Household_Expenses,Monthly_Savings_Surplus,Residence_Type,Employment_Business_Stability,Loan_Approval
PL101718,35,Government Employee,Permanent,82400,2.2,12300,889000,2,Medical,2,21300,49800,Owned,Very Stable,Approved
PL101719,44,Government Employee,Permanent,44900,24.0,8500,136000,3,Home Renovation,0,31800,4600,Owned,Moderate,Rejected
PL101720,35,Government Employee,Permanent,32300,5.7,7200,379000,4,Consumer Purchase,0,15400,11100,Owned,Moderate,Approved
PL101721,30,Business Owner,Business,19300,3.5,3500,117000,2,Debt Consolidation,0,5200,10600,Rented,Moderate,Rejected
PL101722,36,Salaried,Contract,18700,1.4,1700,108000,3,Medical,4,6300,10200,Rented,Stable,Rejected
PL101723,46,Private Employee,Permanent,43500,15.9,1600,139000,1,Debt Consolidation,4,23000,17500,Owned,Stable,Approved
PL101724,40,Salaried,Permanent,63400,20.0,18900,193000,4,Medical,1,36900,6700,Rented,Very Stable,Approved
PL101725,38,Professional,Permanent,17100,3.1,3700,80000,3,Debt Consolidation,0,3300,9600,Family Owned,Stable,Approved
PL101726,40,Salaried,Permanent,50300,13.1,6600,161000,3,Wedding,2,38300,6400,Family Owned,Moderate,Approved
PL101727,37,Professional,Permanent,42000,7.6,3100,207000,5,Home Renovation,2,5700,32600,Owned,Very Stable,Approved
PL101728,31,Salaried,Permanent,62400,2.6,8200,401000,2,Medical,2,13100,38500,Family Owned,Stable,Approved
PL101729,36,Business Owner,Business,48500,9.3,5500,256000,1,Wedding,1,26400,16700,Rented,Moderate,Approved
PL101730,21,Salaried,Permanent,47200,1.0,4900,447000,5,Consumer Purchase,2,19400,20200,Rented,Very Stable,Approved
PL101731,21,Private Employee,Contract,38500,0.1,2500,141000,3,Debt Consolidation,1,16900,20500,Owned,Very Stable,Approved
PL101732,41,Private Employee,Permanent,40300,12.1,9500,143000,5,Consumer Purchase,0,17400,12800,Rented,Very Stable,Approved
PL101733,25,Professional,Contract,30300,0.2,2600,204000,5,Medical,0,6800,22400,Owned,Stable,Approved
PL101734,24,Self Employed,Self Employed,24900,4.0,2500,260000,4,Medical,0,8500,14600,Family Owned,Stable,Rejected
PL101735,37,Self Employed,Self Employed,31200,5.1,7300,196000,1,Wedding,0,15100,8700,Rented,Unstable,Rejected
PL101736,34,Government Employee,Permanent,24200,10.1,4200,253000,4,Medical,0,7900,12800,Rented,Stable,Rejected
PL101737,37,Private Employee,Permanent,27300,8.4,7900,180000,5,Medical,0,8100,10000,Owned,Very Stable,Approved
PL101738,25,Government Employee,Permanent,50800,2.2,0,417000,3,Other Personal,0,29700,20800,Rented,Unstable,Approved
PL101739,39,Private Employee,Permanent,22100,6.4,3000,161000,5,Consumer Purchase,2,9000,10000,Owned,Unstable,Rejected
PL101740,30,Private Employee,Permanent,31900,3.5,4600,381000,3,Consumer Purchase,4,13900,12900,Family Owned,Very Stable,Rejected
PL101741,46,Professional,Permanent,17600,7.9,3300,114000,1,Travel,4,4600,9200,Owned,Stable,Rejected
PL101742,30,Salaried,Contract,29700,2.5,3700,259000,2,Consumer Purchase,0,22200,3900,Family Owned,Moderate,Approved
PL101743,39,Salaried,Permanent,60600,8.8,10000,554000,2,Medical,3,32700,19300,Family Owned,Very Stable,Approved
PL101744,28,Salaried,Permanent,34000,0.8,7600,352000,1,Debt Consolidation,3,9000,17500,Owned,Moderate,Rejected
PL101745,52,Salaried,Permanent,20400,5.3,1400,176000,2,Consumer Purchase,1,8400,10700,Rented,Moderate,Rejected
PL101746,34,Government Employee,Permanent,31000,14.0,7000,353000,1,Wedding,2,10600,12900,Family Owned,Moderate,Rejected
PL101747,37,Professional,Permanent,29400,2.6,2200,304000,3,Home Renovation,0,12600,14600,Family Owned,Stable,Rejected
PL101748,43,Salaried,Permanent,26800,4.4,4100,283000,3,Medical,0,16300,5400,Owned,Stable,Rejected
PL101749,32,Salaried,Permanent,40000,3.5,0,465000,1,Travel,0,19400,19900,Family Owned,Unstable,Approved
PL101750,56,Private Employee,Permanent,27800,6.1,100,134000,3,Emergency,1,19100,7300,Owned,Stable,Approved
PL101751,43,Salaried,Contract,35700,2.2,2500,278000,3,Consumer Purchase,2,11400,21700,Family Owned,Moderate,Approved
PL101752,23,Salaried,Contract,23500,1.0,0,56000,1,Other Personal,2,11900,12300,Rented,Unstable,Approved
PL101753,38,Salaried,Permanent,46600,7.1,5400,363000,5,Wedding,1,7400,33100,Rented,Moderate,Approved
PL101754,41,Private Employee,Permanent,71000,8.5,17800,232000,5,Travel,2,35500,15900,Owned,Very Stable,Approved
PL101755,41,Business Owner,Business,27500,20.0,3300,192000,4,Medical,3,2800,21200,Rented,Unstable,Approved
PL101756,25,Salaried,Permanent,32500,2.0,5200,130000,3,Emergency,0,5700,21600,Rented,Moderate,Rejected
PL101757,33,Private Employee,Permanent,37400,11.0,12700,417000,2,Home Renovation,2,23000,1300,Owned,Moderate,Rejected
PL101758,44,Government Employee,Permanent,34200,4.3,5600,90000,2,Home Renovation,0,20300,7600,Rented,Stable,Approved
PL101759,30,Salaried,Permanent,42700,0.9,6200,279000,5,Other Personal,2,15200,19200,Owned,Very Stable,Approved
PL101760,26,Salaried,Permanent,49300,1.4,2200,477000,2,Travel,0,19300,27800,Owned,Moderate,Rejected
PL101761,27,Private Employee,Permanent,17700,4.7,3000,103000,2,Home Renovation,2,7800,7500,Owned,Moderate,Approved
PL101762,29,Salaried,Permanent,38900,9.0,8800,246000,3,Wedding,0,14000,15700,Owned,Very Stable,Approved
PL101763,21,Salaried,Contract,36700,0.6,2700,375000,3,Travel,2,12400,20800,Rented,Very Stable,Rejected
PL101764,26,Business Owner,Business,66100,1.6,10900,462000,4,Emergency,2,28400,26500,Owned,Stable,Rejected
PL101765,38,Government Employee,Permanent,34800,14.8,500,299000,2,Home Renovation,0,13000,20500,Rented,Moderate,Approved
PL101766,45,Government Employee,Permanent,22700,10.1,4000,76000,2,Other Personal,0,8900,10100,Owned,Stable,Approved
PL101767,31,Self Employed,Self Employed,63200,6.7,6800,707000,2,Consumer Purchase,2,41400,13700,Family Owned,Moderate,Approved
PL101768,36,Business Owner,Business,58600,16.0,10900,516000,4,Debt Consolidation,0,26100,25300,Owned,Moderate,Approved
PL101769,34,Private Employee,Permanent,54700,2.2,0,642000,5,Home Renovation,1,18100,36800,Owned,Stable,Approved
PL101770,32,Salaried,Permanent,62200,12.0,8500,645000,2,Emergency,3,18700,32600,Owned,Unstable,Rejected
PL101771,24,Salaried,Permanent,22900,1.7,5000,246000,3,Debt Consolidation,2,9500,8600,Family Owned,Unstable,Rejected
PL101772,23,Private Employee,Permanent,22300,2.8,4200,167000,4,Travel,2,13100,4200,Owned,Stable,Rejected
PL101773,46,Government Employee,Permanent,42100,17.3,5000,353000,2,Wedding,3,15100,21600,Rented,Very Stable,Approved
PL101774,34,Self Employed,Self Employed,32200,4.4,0,274000,1,Medical,2,13400,17600,Family Owned,Stable,Rejected
PL101775,41,Private Employee,Contract,19600,4.3,5400,135000,3,Other Personal,0,9800,3400,Family Owned,Very Stable,Rejected
PL101776,35,Government Employee,Permanent,31500,2.0,1200,217000,2,Home Renovation,2,8500,23200,Owned,Moderate,Approved
PL101777,46,Business Owner,Business,51900,4.9,12400,553000,2,Travel,0,13900,24500,Owned,Stable,Approved
PL101778,23,Private Employee,Permanent,14000,0.4,800,94000,2,Home Renovation,3,3800,9100,Family Owned,Very Stable,Approved
PL101779,32,Private Employee,Permanent,45000,0.5,1600,225000,3,Wedding,4,22300,19700,Family Owned,Stable,Approved
PL101780,31,Salaried,Permanent,15400,3.5,1900,103000,2,Medical,1,8000,5300,Family Owned,Very Stable,Approved
PL101781,28,Salaried,Permanent,31500,2.1,0,320000,5,Medical,4,13500,18300,Owned,Stable,Rejected
PL101782,21,Private Employee,Permanent,31000,0.2,500,274000,4,Travel,4,9000,20500,Owned,Stable,Rejected
PL101783,35,Government Employee,Permanent,25500,9.1,6400,47000,4,Home Renovation,1,11600,7000,Family Owned,Moderate,Approved
PL101784,39,Business Owner,Business,34000,2.9,7700,270000,5,Debt Consolidation,2,13600,12300,Rented,Unstable,Approved
PL101785,48,Salaried,Contract,68400,15.3,3100,643000,1,Travel,1,35100,26200,Owned,Moderate,Approved
PL101786,31,Business Owner,Business,28200,11.0,2300,271000,2,Home Renovation,3,16300,10300,Rented,Stable,Approved
PL101787,24,Salaried,Permanent,35700,1.5,0,91000,1,Other Personal,2,13100,23500,Rented,Moderate,Approved
PL101788,25,Government Employee,Permanent,33800,3.1,3300,303000,3,Consumer Purchase,1,15200,15100,Rented,Stable,Approved
PL101789,28,Self Employed,Self Employed,33800,0.8,2700,93000,4,Consumer Purchase,3,17300,14500,Owned,Stable,Rejected
PL101790,36,Salaried,Permanent,28200,7.8,8100,164000,1,Home Renovation,2,10900,10100,Owned,Unstable,Approved
PL101791,26,Private Employee,Permanent,20000,1.0,3000,199000,3,Consumer Purchase,0,7100,8900,Owned,Unstable,Rejected
PL101792,35,Salaried,Permanent,27400,0.8,4100,186000,3,Medical,1,18700,1800,Rented,Stable,Rejected
PL101793,25,Self Employed,Self Employed,75800,1.4,13800,438000,3,Wedding,1,27900,35000,Rented,Very Stable,Approved
PL101794,33,Salaried,Permanent,51200,3.0,4400,307000,1,Emergency,1,14700,31300,Owned,Stable,Approved
PL101795,53,Salaried,Contract,26300,33.0,5400,216000,2,Wedding,2,14100,6100,Family Owned,Stable,Rejected
PL101796,37,Private Employee,Permanent,69000,17.0,13000,168000,4,Emergency,3,20700,37200,Family Owned,Stable,Approved
PL101797,26,Private Employee,Contract,15400,3.1,2500,133000,2,Wedding,1,7700,5800,Rented,Unstable,Rejected
PL101798,60,Private Employee,Contract,34500,17.2,6300,401000,1,Emergency,2,15100,14400,Rented,Unstable,Rejected
PL101799,44,Government Employee,Permanent,15400,8.0,5300,64000,3,Consumer Purchase,0,8700,1300,Owned,Moderate,Rejected
PL101800,41,Business Owner,Business,65400,6.5,0,305000,4,Medical,0,32700,35300,Owned,Stable,Approved
PL101801,32,Private Employee,Permanent,21800,2.6,400,227000,4,Consumer Purchase,2,7100,13800,Owned,Moderate,Approved
PL101802,42,Private Employee,Permanent,49600,10.0,4600,466000,3,Debt Consolidation,1,20400,23100,Owned,Unstable,Approved
PL101803,41,Business Owner,Business,50800,5.9,11500,414000,4,Debt Consolidation,1,25300,13700,Owned,Very Stable,Approved
PL101804,26,Self Employed,Self Employed,52400,2.5,7500,255000,3,Wedding,2,34600,10100,Owned,Very Stable,Approved
PL101805,44,Self Employed,Self Employed,31300,10.3,6600,149000,2,Wedding,0,6900,18600,Owned,Very Stable,Rejected
PL101806,42,Salaried,Permanent,14000,9.6,1800,114000,3,Medical,3,8500,3900,Family Owned,Stable,Rejected
PL101807,34,Salaried,Permanent,35500,2.0,2400,389000,3,Other Personal,3,19100,12800,Family Owned,Stable,Approved
PL101808,29,Salaried,Contract,28100,1.1,5800,188000,3,Debt Consolidation,2,16900,5100,Rented,Stable,Rejected
PL101809,47,Government Employee,Permanent,30100,8.2,3200,353000,5,Debt Consolidation,2,11700,15300,Owned,Stable,Rejected
PL101810,31,Salaried,Permanent,24000,2.6,5900,165000,5,Consumer Purchase,2,4700,13600,Family Owned,Moderate,Rejected
PL101811,35,Private Employee,Permanent,21000,4.8,400,116000,3,Home Renovation,3,11100,9000,Rented,Stable,Rejected
PL101812,25,Government Employee,Permanent,18800,2.6,5200,201000,3,Travel,0,12600,1400,Rented,Moderate,Rejected
PL101813,25,Salaried,Contract,37200,2.4,8300,277000,2,Travel,1,19400,9600,Family Owned,Moderate,Rejected
PL101814,51,Professional,Permanent,28700,11.6,3300,170000,4,Consumer Purchase,3,4500,19600,Rented,Unstable,Approved
PL101815,48,Salaried,Permanent,21900,1.1,300,35000,1,Debt Consolidation,1,9000,12500,Rented,Moderate,Rejected
PL101816,45,Self Employed,Self Employed,21700,1.5,1800,133000,3,Home Renovation,3,8600,11400,Rented,Stable,Rejected
PL101817,38,Government Employee,Permanent,23800,4.8,2800,38000,1,Wedding,4,11100,10200,Owned,Very Stable,Approved
PL101818,22,Salaried,Permanent,14700,0.3,3600,171000,3,Home Renovation,3,5800,5800,Rented,Unstable,Rejected
PL101819,38,Salaried,Permanent,30300,0.5,3700,302000,3,Medical,3,12500,14700,Family Owned,Stable,Rejected
PL101820,39,Government Employee,Permanent,28100,6.3,6200,296000,3,Wedding,3,12100,11200,Owned,Moderate,Rejected
PL101821,34,Private Employee,Permanent,17400,1.7,1300,151000,2,Debt Consolidation,2,5900,10800,Owned,Moderate,Rejected
PL101822,41,Government Employee,Permanent,36000,10.6,4300,176000,3,Emergency,1,6800,24300,Family Owned,Stable,Approved
PL101823,52,Self Employed,Self Employed,26500,32.0,3400,176000,4,Travel,0,9500,13000,Owned,Stable,Approved
PL101824,30,Salaried,Permanent,40900,2.6,16300,193000,2,Travel,2,21100,3700,Rented,Stable,Rejected
PL101825,37,Professional,Contract,58200,4.6,15000,656000,3,Travel,3,20400,24900,Family Owned,Stable,Rejected
PL101826,26,Self Employed,Self Employed,26500,5.3,5300,78000,3,Home Renovation,1,13500,6300,Family Owned,Moderate,Rejected
PL101827,40,Private Employee,Permanent,60500,5.5,11300,611000,4,Travel,1,24600,26200,Rented,Stable,Approved
PL101828,33,Salaried,Permanent,29800,9.2,8200,183000,3,Consumer Purchase,1,15500,6600,Family Owned,Stable,Rejected
PL101829,36,Private Employee,Permanent,45900,12.2,0,508000,4,Medical,0,15800,29600,Family Owned,Stable,Approved
PL101830,28,Private Employee,Contract,43200,3.2,0,149000,2,Wedding,1,29000,14500,Family Owned,Stable,Rejected
PL101831,29,Self Employed,Self Employed,19700,1.5,3400,32000,2,Wedding,4,7100,8800,Family Owned,Very Stable,Rejected
PL101832,21,Self Employed,Self Employed,34900,0.9,3600,313000,2,Medical,3,16700,15300,Owned,Unstable,Approved
PL101833,35,Business Owner,Business,37100,3.0,2300,268000,5,Emergency,0,14700,19600,Family Owned,Moderate,Approved
PL101834,32,Self Employed,Self Employed,47000,8.7,9900,205000,3,Home Renovation,1,18600,18600,Rented,Moderate,Approved
PL101835,36,Private Employee,Permanent,33100,3.0,0,357000,5,Wedding,3,9500,23000,Owned,Stable,Approved
PL101836,34,Salaried,Permanent,33100,4.4,8000,312000,2,Debt Consolidation,0,6600,19700,Owned,Stable,Rejected
PL101837,41,Government Employee,Permanent,20400,7.8,5900,238000,2,Consumer Purchase,0,12900,1600,Owned,Moderate,Rejected
PL101838,50,Business Owner,Business,37000,1.7,900,56000,3,Travel,2,14900,20600,Rented,Stable,Approved
PL101839,27,Self Employed,Self Employed,19400,6.1,6100,35000,5,Wedding,2,2000,10500,Owned,Stable,Approved
PL101840,41,Government Employee,Permanent,31900,3.5,7600,227000,2,Wedding,2,10000,14500,Owned,Very Stable,Rejected
PL101841,26,Salaried,Permanent,36200,1.8,4000,203000,2,Home Renovation,2,9800,20500,Family Owned,Moderate,Approved
PL101842,31,Professional,Permanent,65100,11.0,7800,257000,2,Debt Consolidation,2,38800,19200,Rented,Moderate,Approved
PL101843,33,Salaried,Permanent,14000,3.8,2000,152000,2,Wedding,1,6800,4600,Family Owned,Moderate,Rejected
PL101844,41,Private Employee,Permanent,51800,14.1,8300,162000,3,Consumer Purchase,1,17600,25400,Family Owned,Stable,Approved
PL101845,23,Private Employee,Permanent,58300,2.2,10600,617000,5,Other Personal,1,33100,14900,Owned,Very Stable,Rejected
PL101846,22,Government Employee,Permanent,31900,0.7,10400,104000,5,Other Personal,1,14200,5100,Family Owned,Stable,Approved
PL101847,35,Salaried,Permanent,43300,5.2,3500,434000,3,Wedding,1,23400,18000,Owned,Stable,Rejected
PL101848,21,Self Employed,Self Employed,27300,0.4,3800,68000,4,Wedding,1,12700,10500,Rented,Stable,Approved
PL101849,43,Government Employee,Permanent,18300,13.9,2900,48000,3,Emergency,1,9900,5800,Rented,Stable,Rejected
PL101850,40,Professional,Contract,59600,12.9,0,709000,4,Debt Consolidation,2,29900,28700,Rented,Stable,Approved
PL101851,34,Government Employee,Permanent,34300,6.3,6600,357000,2,Medical,1,9500,19400,Family Owned,Stable,Approved
PL101852,41,Professional,Permanent,41300,5.3,3900,66000,2,Consumer Purchase,3,19500,18800,Family Owned,Moderate,Approved
PL101853,21,Salaried,Contract,14000,0.4,2600,111000,2,Home Renovation,4,6100,4900,Rented,Moderate,Approved
PL101854,40,Private Employee,Permanent,34700,9.0,4200,334000,3,Medical,3,20200,10800,Owned,Moderate,Rejected
PL101855,40,Salaried,Permanent,18800,12.6,4600,46000,1,Wedding,2,5100,9500,Family Owned,Stable,Rejected
PL101856,21,Professional,Permanent,71300,0.5,0,358000,4,Consumer Purchase,2,32900,36500,Rented,Moderate,Approved
PL101857,35,Salaried,Contract,39900,4.9,0,86000,3,Emergency,1,20300,20400,Owned,Stable,Approved
PL101858,31,Salaried,Permanent,44100,0.2,11100,204000,1,Home Renovation,2,20800,11800,Family Owned,Unstable,Rejected
PL101859,21,Professional,Permanent,17200,0.9,1900,96000,1,Wedding,1,8800,7500,Family Owned,Moderate,Rejected
PL101860,32,Business Owner,Business,48800,2.8,11300,565000,5,Other Personal,2,18600,17500,Rented,Unstable,Rejected
PL101861,39,Self Employed,Self Employed,34900,8.4,16700,383000,1,Home Renovation,2,4400,14400,Rented,Unstable,Rejected
PL101862,21,Salaried,Permanent,51800,0.5,5400,86000,3,Travel,3,31700,15100,Rented,Stable,Approved
PL101863,40,Private Employee,Permanent,46200,11.0,4600,289000,3,Home Renovation,3,7800,34000,Owned,Moderate,Approved
PL101864,45,Business Owner,Business,67400,0.9,11100,784000,5,Medical,3,14300,42500,Rented,Very Stable,Approved
PL101865,23,Self Employed,Self Employed,30300,1.0,0,267000,2,Debt Consolidation,4,9600,21100,Owned,Moderate,Approved
PL101866,21,Salaried,Permanent,49300,0.3,4900,197000,1,Emergency,2,23400,24700,Owned,Moderate,Approved
PL101867,44,Private Employee,Permanent,33300,1.2,7100,81000,4,Consumer Purchase,2,18800,8100,Rented,Stable,Approved
PL101868,30,Self Employed,Self Employed,19700,1.4,2000,172000,5,Home Renovation,2,10300,8100,Owned,Stable,Rejected
PL101869,45,Salaried,Permanent,39000,25.0,5200,442000,4,Emergency,2,9400,22300,Owned,Stable,Approved
PL101870,34,Self Employed,Self Employed,20300,4.8,0,174000,1,Home Renovation,0,7400,13400,Rented,Stable,Approved
PL101871,22,Professional,Contract,37700,1.8,8200,325000,3,Wedding,1,11600,16900,Rented,Unstable,Approved
PL101872,23,Private Employee,Contract,23700,0.3,6700,237000,2,Home Renovation,0,12900,4000,Owned,Very Stable,Rejected
PL101873,53,Self Employed,Self Employed,28800,13.6,0,111000,3,Debt Consolidation,2,15800,13400,Owned,Moderate,Approved
PL101874,21,Salaried,Permanent,20200,0.4,3800,53000,3,Emergency,1,3500,13700,Family Owned,Stable,Approved
PL101875,31,Private Employee,Permanent,72000,1.6,17200,414000,4,Consumer Purchase,2,31200,31600,Owned,Stable,Approved
PL101876,27,Self Employed,Self Employed,23400,4.1,3600,221000,2,Home Renovation,1,9700,9500,Owned,Unstable,Rejected
PL101877,21,Private Employee,Permanent,30600,0.4,5300,158000,1,Home Renovation,0,7500,17400,Rented,Moderate,Approved
PL101878,39,Salaried,Permanent,29200,8.7,8200,194000,4,Medical,1,15700,6800,Owned,Moderate,Approved
PL101879,26,Self Employed,Self Employed,32900,5.4,10700,180000,1,Wedding,2,14000,8200,Rented,Stable,Approved
PL101880,40,Self Employed,Self Employed,21100,3.0,3500,145000,2,Home Renovation,1,9800,7100,Owned,Stable,Approved
PL101881,33,Business Owner,Business,31600,2.9,700,339000,3,Wedding,4,16100,13500,Owned,Moderate,Rejected
PL101882,40,Professional,Contract,35500,5.0,4000,58000,3,Debt Consolidation,0,21500,10600,Family Owned,Moderate,Approved
PL101883,21,Salaried,Contract,35900,0.3,5600,394000,4,Consumer Purchase,4,15500,15300,Owned,Moderate,Rejected
PL101884,31,Private Employee,Permanent,61100,7.0,1100,197000,3,Home Renovation,0,26900,33700,Family Owned,Moderate,Rejected
PL101885,43,Government Employee,Permanent,43900,9.0,8900,125000,2,Travel,0,17200,14600,Rented,Stable,Approved
PL101886,30,Private Employee,Permanent,77400,2.2,3800,920000,2,Debt Consolidation,0,18500,52300,Rented,Moderate,Approved
PL101887,32,Private Employee,Permanent,33300,7.9,10900,248000,1,Home Renovation,1,8700,15400,Rented,Stable,Rejected
PL101888,24,Government Employee,Permanent,31900,2.9,300,164000,1,Home Renovation,2,9900,22300,Rented,Moderate,Approved
PL101889,33,Self Employed,Self Employed,21200,8.3,8200,214000,4,Emergency,0,6300,6700,Owned,Stable,Rejected
